,runTime,Value
Heuristic,0.0,72.0
Heuristic,0.00696873664855957,72.0
Heuristic,11.424171209335327,124.0
Heuristic,20.235202312469482,150.0
Heuristic,26.985637426376343,162.0
Heuristic,43.89890432357788,168.0
Heuristic,55.29278635978699,171.0
Heuristic,62.6814968585968,174.0
Heuristic,78.54562187194824,176.0
Heuristic,90.2369749546051,182.0
Heuristic,98.84210562705994,183.0
Heuristic,114.82000064849854,184.0
Heuristic,152.30923676490784,188.0
Heuristic,172.14554524421692,189.0
Heuristic,251.00103116035461,190.0
Heuristic,289.140221118927,192.0
Heuristic,302.58724880218506,194.0
Heuristic,315.3910892009735,195.0
Heuristic,470.0335052013397,196.0
Heuristic,470.03750491142273,198.0
Heuristic,498.9120740890503,199.0
Heuristic,512.1152627468109,200.0
Heuristic,551.317595243454,201.0
Heuristic,577.3173229694366,204.0
Heuristic,590.6401534080505,205.0
Heuristic,694.7168533802032,206.0
Heuristic,710.2705330848694,208.0
Heuristic,751.5179135799408,209.0
Heuristic,780.9347248077393,210.0
Heuristic,1072.4496738910675,212.0
Heuristic,1111.6457085609436,213.0
Heuristic,1558.0637464523315,214.0
Heuristic,1633.4074873924255,215.0
