,runTime,Value
Heuristic,0.0,60.0
Heuristic,0.0062482357025146484,60.0
Heuristic,8.870331287384033,89.0
Heuristic,14.655083179473877,109.0
Heuristic,15.214627265930176,111.0
Heuristic,18.655298233032227,117.0
Heuristic,25.86407971382141,131.0
Heuristic,28.751932621002197,133.0
Heuristic,32.88246130943298,136.0
Heuristic,40.98990726470947,144.0
Heuristic,76.49776887893677,145.0
Heuristic,111.21925568580627,146.0
Heuristic,116.47741675376892,147.0
Heuristic,125.39169812202454,149.0
Heuristic,557.1505656242371,151.0
Heuristic,557.1535639762878,153.0
Heuristic,950.4992830753326,154.0
Heuristic,993.3676619529724,156.0
Heuristic,1706.13236618042,157.0
Heuristic,1747.7615592479706,158.0
