,runTime,Value
Heuristic,0.0,68.0
Heuristic,12.925583362579346,97.0
Heuristic,20.957327604293823,118.0
Heuristic,30.22469210624695,129.0
Heuristic,40.32897210121155,138.0
Heuristic,50.45666837692261,147.0
Heuristic,62.65492534637451,153.0
Heuristic,74.19817900657654,154.0
Heuristic,85.77714943885803,157.0
Heuristic,188.3865704536438,158.0
Heuristic,200.35201621055603,160.0
Heuristic,215.73590755462646,162.0
Heuristic,229.2454011440277,164.0
Heuristic,560.572939157486,165.0
Heuristic,560.5779535770416,167.0
Heuristic,573.277245759964,168.0
Heuristic,588.8888311386108,169.0
Heuristic,898.4820103645325,170.0
Heuristic,898.4899997711182,172.0
Heuristic,913.6051435470581,173.0
Heuristic,1036.0564410686493,175.0
Heuristic,1363.943351984024,176.0
