,runTime,Value
Heuristic,0.0,60.0
Heuristic,0.00599980354309082,60.0
Heuristic,7.183497905731201,74.0
Heuristic,11.659542322158813,84.0
Heuristic,19.087104082107544,89.0
Heuristic,24.44170117378235,95.0
Heuristic,30.559311628341675,99.0
Heuristic,38.60410714149475,100.0
Heuristic,46.216158866882324,102.0
Heuristic,51.72855997085571,103.0
Heuristic,120.38500332832336,105.0
Heuristic,128.05769753456116,106.0
Heuristic,164.53619122505188,108.0
Heuristic,200.64062404632568,109.0
Heuristic,284.74451303482056,110.0
Heuristic,292.8232171535492,111.0
Heuristic,329.0946273803711,113.0
Heuristic,707.5299425125122,114.0
Heuristic,751.54638504982,115.0
Heuristic,751.5554265975952,116.0
Heuristic,876.1776645183563,117.0
Heuristic,880.5718388557434,118.0
