,runTime,Value
Heuristic,0.0,88.0
Heuristic,11.981855392456055,160.0
Heuristic,21.176783800125122,178.0
Heuristic,31.608933210372925,190.0
Heuristic,43.15353322029114,200.0
Heuristic,53.76986622810364,209.0
Heuristic,64.63333535194397,216.0
Heuristic,77.07270550727844,222.0
Heuristic,90.8488552570343,225.0
Heuristic,106.12438082695007,226.0
Heuristic,118.21673512458801,227.0
Heuristic,129.30411839485168,228.0
Heuristic,139.93823194503784,230.0
Heuristic,150.52651977539062,231.0
Heuristic,163.09737348556519,232.0
Heuristic,251.34232211112976,233.0
Heuristic,282.0639238357544,234.0
Heuristic,295.6066608428955,235.0
Heuristic,381.5845012664795,236.0
Heuristic,477.5229539871216,237.0
Heuristic,551.7508039474487,239.0
Heuristic,771.7135589122772,240.0
Heuristic,900.248521566391,242.0
Heuristic,900.2594876289368,243.0
Heuristic,1173.9682161808014,244.0
Heuristic,1475.7519223690033,245.0
Heuristic,2861.5290133953094,246.0
