,runTime,Value
Heuristic,0.0,96.0
Heuristic,13.751881122589111,191.0
Heuristic,26.10295295715332,203.0
Heuristic,36.609943151474,208.0
Heuristic,49.098042249679565,222.0
Heuristic,63.94516897201538,228.0
Heuristic,76.37920093536377,232.0
Heuristic,90.6872992515564,237.0
Heuristic,103.57048058509827,239.0
Heuristic,114.65463018417358,243.0
Heuristic,126.74896264076233,246.0
Heuristic,138.03760814666748,247.0
Heuristic,153.32353377342224,249.0
Heuristic,234.34334635734558,252.0
Heuristic,234.3513102531433,254.0
Heuristic,325.8659076690674,256.0
Heuristic,359.5146396160126,257.0
Heuristic,400.09221506118774,259.0
Heuristic,534.4994399547577,260.0
Heuristic,649.6804554462433,262.0
Heuristic,662.1647381782532,263.0
Heuristic,755.9794261455536,266.0
Heuristic,755.9920642375946,267.0
Heuristic,1006.668211221695,270.0
Heuristic,1550.827817440033,271.0
Heuristic,2191.1052021980286,272.0
Heuristic,3397.1514003276825,274.0
