,runTime,Value
Heuristic,0.0,96.0
Heuristic,0.01299595832824707,96.0
Heuristic,14.56549882888794,172.0
Heuristic,32.04331135749817,178.0
Heuristic,54.22743630409241,185.0
Heuristic,71.33608293533325,187.0
Heuristic,89.87348771095276,193.0
Heuristic,107.81420612335205,199.0
Heuristic,128.92674851417542,205.0
Heuristic,150.40268635749817,209.0
Heuristic,162.82430839538574,210.0
Heuristic,184.0863561630249,213.0
Heuristic,207.04538679122925,215.0
Heuristic,228.08764243125916,216.0
Heuristic,250.90390014648438,223.0
Heuristic,276.55837178230286,226.0
Heuristic,299.42404675483704,230.0
Heuristic,322.70037961006165,231.0
Heuristic,344.4454252719879,232.0
Heuristic,365.0424575805664,236.0
Heuristic,385.07165336608887,237.0
Heuristic,404.91861939430237,239.0
Heuristic,427.07741475105286,240.0
Heuristic,449.93964409828186,242.0
Heuristic,476.13531255722046,244.0
Heuristic,499.63015842437744,245.0
Heuristic,526.0365126132965,246.0
Heuristic,552.1787452697754,247.0
Heuristic,577.1943519115448,249.0
Heuristic,604.0876035690308,250.0
Heuristic,627.8420884609222,251.0
Heuristic,653.54128074646,253.0
Heuristic,674.2899565696716,254.0
Heuristic,802.4210736751556,255.0
Heuristic,911.346586227417,256.0
Heuristic,1051.302811384201,257.0
Heuristic,1381.5257053375244,258.0
Heuristic,1576.6367359161377,259.0
