,runTime,Value
Heuristic,0.0,84.0
Heuristic,0.009405851364135742,84.0
Heuristic,26.33523678779602,130.0
Heuristic,34.257020711898804,138.0
Heuristic,43.58672046661377,143.0
Heuristic,51.00055480003357,150.0
Heuristic,59.96595120429993,155.0
Heuristic,66.7717695236206,156.0
Heuristic,74.75684928894043,159.0
Heuristic,83.28440308570862,163.0
Heuristic,91.94270706176758,166.0
Heuristic,101.50651550292969,167.0
Heuristic,113.78039407730103,173.0
Heuristic,122.61650252342224,175.0
Heuristic,130.45312666893005,179.0
Heuristic,139.16213941574097,180.0
Heuristic,146.32843351364136,181.0
Heuristic,156.23401832580566,182.0
Heuristic,163.42998576164246,185.0
Heuristic,172.10747933387756,186.0
Heuristic,180.88851046562195,189.0
Heuristic,189.99038076400757,191.0
Heuristic,199.34429931640625,195.0
Heuristic,209.50316095352173,196.0
Heuristic,230.823233127594,197.0
Heuristic,242.98197984695435,198.0
Heuristic,252.2418086528778,199.0
Heuristic,310.4154086112976,202.0
Heuristic,716.9896583557129,203.0
Heuristic,744.9325137138367,204.0
Heuristic,1149.4812982082367,205.0
Heuristic,1455.8766548633575,206.0
Heuristic,1794.7062213420868,207.0
