,runTime,Value
Heuristic,0.0,84.0
Heuristic,0.012650489807128906,84.0
Heuristic,13.712172269821167,152.0
Heuristic,40.39636182785034,157.0
Heuristic,63.30956816673279,166.0
Heuristic,83.17611026763916,172.0
Heuristic,109.84368777275085,180.0
Heuristic,135.85888624191284,186.0
Heuristic,161.04003310203552,192.0
Heuristic,281.00701212882996,199.0
Heuristic,305.66960287094116,202.0
Heuristic,334.4570343494415,204.0
Heuristic,459.4657680988312,207.0
Heuristic,468.28449869155884,208.0
Heuristic,569.871972322464,210.0
Heuristic,599.8130068778992,211.0
Heuristic,628.1433279514313,212.0
Heuristic,655.325140953064,213.0
Heuristic,683.776181936264,215.0
Heuristic,713.471898317337,216.0
Heuristic,742.3430409431458,217.0
Heuristic,767.591509103775,218.0
Heuristic,1042.5197882652283,219.0
Heuristic,1045.0176448822021,225.0
Heuristic,1172.234090089798,227.0
Heuristic,1376.8575415611267,228.0
