,runTime,Value
Heuristic,0.0,88.0
Heuristic,0.008903264999389648,88.0
Heuristic,12.863949537277222,161.0
Heuristic,40.82978892326355,205.0
Heuristic,66.45777678489685,216.0
Heuristic,91.80732440948486,218.0
Heuristic,285.45775055885315,225.0
Heuristic,311.0993618965149,228.0
Heuristic,336.89873719215393,230.0
Heuristic,517.9305634498596,231.0
Heuristic,712.659775018692,232.0
Heuristic,2136.8680391311646,233.0
Heuristic,2136.8761763572693,234.0
Heuristic,2136.885298013687,235.0
Heuristic,2240.7650644779205,237.0
Heuristic,2240.773082256317,239.0
Heuristic,2775.656224489212,241.0
Heuristic,3479.109884738922,242.0
Heuristic,3600.337719678879,242.0
