,runTime,Value
Heuristic,0.0010008811950683594,68.0
Heuristic,0.012287616729736328,68.0
Heuristic,15.647359371185303,103.0
Heuristic,31.67903995513916,119.0
Heuristic,47.38233280181885,134.0
Heuristic,64.26950931549072,145.0
Heuristic,81.3126482963562,152.0
Heuristic,97.00859022140503,160.0
Heuristic,112.64315485954285,164.0
Heuristic,130.531480550766,166.0
Heuristic,146.2422320842743,167.0
Heuristic,162.57517075538635,168.0
Heuristic,274.0434617996216,169.0
Heuristic,672.4460601806641,171.0
Heuristic,729.7963628768921,172.0
Heuristic,848.9097414016724,174.0
Heuristic,848.9305777549744,175.0
Heuristic,1205.472939491272,177.0
Heuristic,1270.7200989723206,178.0
Heuristic,1404.452915430069,179.0
Heuristic,1404.4599404335022,180.0
Heuristic,1793.3585793972015,181.0
Heuristic,3600.216372728348,181.0
