,runTime,Value
Heuristic,0.0,96.0
Heuristic,0.009847640991210938,96.0
Heuristic,12.595901250839233,197.0
Heuristic,41.974056243896484,221.0
Heuristic,71.68910360336304,233.0
Heuristic,102.23607039451599,239.0
Heuristic,131.90183472633362,246.0
Heuristic,161.24767088890076,251.0
Heuristic,191.31689596176147,253.0
Heuristic,221.44184732437134,255.0
Heuristic,251.10887908935547,258.0
Heuristic,280.3547639846802,259.0
Heuristic,446.95725870132446,260.0
Heuristic,476.4941816329956,262.0
Heuristic,505.53105568885803,264.0
Heuristic,534.7401010990143,265.0
Heuristic,563.8063058853149,266.0
Heuristic,1046.0634212493896,267.0
Heuristic,2170.847265958786,268.0
Heuristic,2299.8916907310486,269.0
Heuristic,3389.5147409439087,270.0
Heuristic,3600.1078493595123,271.0
Heuristic,3600.226559638977,271.0
