,runTime,Value
Heuristic,0.0,48.0
Heuristic,1.9853460788726807,79.0
Heuristic,4.407803297042847,85.0
Heuristic,6.2761266231536865,90.0
Heuristic,8.089417695999146,96.0
Heuristic,10.106388807296753,103.0
Heuristic,52.38681387901306,105.0
Heuristic,89.8678765296936,106.0
Heuristic,140.31004405021667,107.0
Heuristic,153.69268488883972,108.0
Heuristic,179.55102443695068,110.0
Heuristic,318.084055185318,112.0
Heuristic,1551.9040286540985,113.0
Heuristic,1609.7640924453735,117.0
Heuristic,1609.7660937309265,118.0
Heuristic,1637.4288346767426,120.0
