,runTime,Value
Heuristic,0.0,64.0
Heuristic,6.076491832733154,77.0
Heuristic,10.842960596084595,88.0
Heuristic,16.109912633895874,90.0
Heuristic,21.34616184234619,91.0
Heuristic,26.649672031402588,93.0
Heuristic,32.26659154891968,98.0
Heuristic,37.58578848838806,99.0
Heuristic,42.861018896102905,101.0
Heuristic,49.060540437698364,102.0
Heuristic,239.4212930202484,105.0
Heuristic,267.76557421684265,107.0
Heuristic,457.98156809806824,108.0
Heuristic,1333.1825625896454,109.0
Heuristic,1338.046095609665,110.0
Heuristic,1718.2241806983948,111.0
