,runTime,Value
Heuristic,0.010010242462158203,76.0
Heuristic,16.48263382911682,132.0
Heuristic,37.13733959197998,150.0
Heuristic,37.436832666397095,162.0
Heuristic,37.4398307800293,177.0
Heuristic,66.56947231292725,179.0
Heuristic,125.96293926239014,180.0
Heuristic,126.74636054039001,181.0
Heuristic,186.2234971523285,183.0
Heuristic,217.70879197120667,184.0
Heuristic,248.12038707733154,186.0
Heuristic,277.1982834339142,187.0
Heuristic,310.5954203605652,188.0
Heuristic,317.63570165634155,189.0
Heuristic,343.0076701641083,191.0
Heuristic,581.4657294750214,192.0
Heuristic,1012.1823904514313,194.0
Heuristic,1031.6852405071259,196.0
Heuristic,1103.1373472213745,197.0
Heuristic,1151.3278594017029,198.0
Heuristic,1234.6787254810333,200.0
Heuristic,1270.5323328971863,201.0
Heuristic,1922.7973833084106,201.0
