,runTime,Value
Heuristic,0.0,100.0
Heuristic,0.008988380432128906,100.0
Heuristic,11.604307413101196,148.0
Heuristic,25.731600284576416,185.0
Heuristic,26.73051142692566,188.0
Heuristic,41.633134603500366,199.0
Heuristic,59.37233328819275,206.0
Heuristic,82.23132634162903,207.0
Heuristic,104.19468927383423,208.0
Heuristic,117.6451051235199,209.0
Heuristic,129.1526756286621,215.0
Heuristic,148.23306679725647,216.0
Heuristic,164.1493055820465,221.0
Heuristic,185.9707591533661,226.0
Heuristic,203.1176540851593,228.0
Heuristic,246.65271592140198,229.0
Heuristic,262.88496446609497,231.0
Heuristic,277.8380346298218,232.0
Heuristic,289.43244552612305,234.0
Heuristic,311.9218032360077,235.0
Heuristic,428.33159732818604,237.0
Heuristic,688.1634793281555,238.0
Heuristic,1356.524983882904,239.0
Heuristic,1641.4537408351898,240.0
Heuristic,1665.687813282013,241.0
Heuristic,1711.8097491264343,242.0
Heuristic,1757.2527422904968,243.0
