,runTime,Value
Heuristic,0.0,76.0
Heuristic,20.452860116958618,123.0
Heuristic,31.92007303237915,142.0
Heuristic,45.84652280807495,156.0
Heuristic,59.31175684928894,164.0
Heuristic,73.97068691253662,167.0
Heuristic,89.6338152885437,168.0
Heuristic,111.87426900863647,176.0
Heuristic,133.46566152572632,179.0
Heuristic,478.0027675628662,183.0
Heuristic,541.0565824508667,184.0
Heuristic,565.8352105617523,186.0
Heuristic,932.6826088428497,188.0
Heuristic,1326.0104959011078,189.0
Heuristic,1500.7043018341064,191.0
Heuristic,1982.6952409744263,192.0
Heuristic,2126.538860321045,193.0
Heuristic,2508.897641658783,194.0
Heuristic,3084.909766435623,195.0
Heuristic,3084.927489757538,196.0
Heuristic,3576.893056869507,198.0
