,runTime,Value
Heuristic,0.0,92.0
Heuristic,11.508525371551514,140.0
Heuristic,20.52562403678894,169.0
Heuristic,30.90633273124695,181.0
Heuristic,43.7723913192749,186.0
Heuristic,56.832786560058594,192.0
Heuristic,67.29755711555481,200.0
Heuristic,79.591144323349,202.0
Heuristic,91.98488569259644,204.0
Heuristic,105.48325037956238,205.0
Heuristic,117.92986726760864,206.0
Heuristic,274.9860978126526,207.0
Heuristic,423.59652829170227,208.0
Heuristic,436.18167090415955,211.0
Heuristic,597.9650049209595,213.0
Heuristic,611.6738338470459,215.0
Heuristic,624.667400598526,217.0
Heuristic,637.5610818862915,218.0
Heuristic,807.5526497364044,219.0
Heuristic,820.8186328411102,221.0
Heuristic,1444.4790074825287,222.0
Heuristic,1504.2271597385406,223.0
Heuristic,1517.2615983486176,224.0
Heuristic,1531.1154351234436,226.0
Heuristic,2115.0502021312714,227.0
Heuristic,2883.2598226070404,229.0
Heuristic,2897.397613763809,232.0
