,runTime,Value
Heuristic,0.0,120.0
Heuristic,0.01218271255493164,120.0
Heuristic,13.936310291290283,222.0
Heuristic,29.27820634841919,230.0
Heuristic,41.52509140968323,238.0
Heuristic,54.72335481643677,244.0
Heuristic,65.07290697097778,249.0
Heuristic,76.97929406166077,257.0
Heuristic,90.78110647201538,262.0
Heuristic,101.62565326690674,268.0
Heuristic,114.14300990104675,270.0
Heuristic,126.17201375961304,272.0
Heuristic,145.4700906276703,274.0
Heuristic,159.2515585422516,276.0
Heuristic,174.96959018707275,279.0
Heuristic,186.23187947273254,281.0
Heuristic,238.5113968849182,286.0
Heuristic,256.0077910423279,287.0
Heuristic,269.00799655914307,288.0
Heuristic,283.10569524765015,289.0
Heuristic,293.81005477905273,290.0
Heuristic,306.7478539943695,291.0
Heuristic,318.20546793937683,293.0
Heuristic,329.2704918384552,294.0
Heuristic,431.3041777610779,295.0
Heuristic,443.5305926799774,299.0
Heuristic,553.2436099052429,300.0
Heuristic,744.8964550495148,302.0
Heuristic,917.399445772171,303.0
Heuristic,1078.9113399982452,304.0
Heuristic,1189.2292613983154,306.0
Heuristic,1434.4895560741425,308.0
Heuristic,1731.6718096733093,309.0
