,runTime,Value
Heuristic,0.0,84.0
Heuristic,0.01140141487121582,84.0
Heuristic,11.88572382926941,152.0
Heuristic,19.12455439567566,159.0
Heuristic,26.218634605407715,167.0
Heuristic,35.06962060928345,174.0
Heuristic,49.54725646972656,179.0
Heuristic,58.175103187561035,185.0
Heuristic,65.80499005317688,189.0
Heuristic,77.41374635696411,193.0
Heuristic,90.6680006980896,195.0
Heuristic,108.17885541915894,199.0
Heuristic,115.16968321800232,202.0
Heuristic,125.5744276046753,203.0
Heuristic,132.4858546257019,207.0
Heuristic,140.5049114227295,209.0
Heuristic,149.1623237133026,210.0
Heuristic,156.24017715454102,212.0
Heuristic,173.90095853805542,214.0
Heuristic,188.8214192390442,215.0
Heuristic,195.6236550807953,218.0
Heuristic,207.26053166389465,219.0
Heuristic,218.39103150367737,223.0
Heuristic,225.3792018890381,227.0
Heuristic,235.83553314208984,228.0
Heuristic,244.70026326179504,229.0
Heuristic,257.81217861175537,231.0
Heuristic,345.48429775238037,232.0
Heuristic,363.86492371559143,233.0
Heuristic,408.20753502845764,235.0
Heuristic,415.60815715789795,238.0
Heuristic,554.590193271637,239.0
Heuristic,772.5589632987976,240.0
Heuristic,992.0424747467041,241.0
Heuristic,1296.5886414051056,242.0
Heuristic,1393.2150206565857,244.0
