,runTime,Value
Heuristic,0.0,76.0
Heuristic,0.008102178573608398,76.0
Heuristic,20.5443274974823,109.0
Heuristic,32.44137668609619,139.0
Heuristic,33.27127432823181,140.0
Heuristic,47.32185173034668,157.0
Heuristic,63.23076128959656,160.0
Heuristic,80.17823767662048,166.0
Heuristic,100.66746068000793,167.0
Heuristic,119.31070923805237,170.0
Heuristic,135.44233226776123,171.0
Heuristic,152.15462970733643,180.0
Heuristic,190.19828534126282,181.0
Heuristic,231.56612873077393,183.0
Heuristic,279.1574287414551,184.0
Heuristic,296.4236350059509,186.0
Heuristic,317.83685064315796,187.0
Heuristic,389.47751903533936,188.0
Heuristic,720.2647976875305,190.0
Heuristic,739.9126043319702,192.0
Heuristic,1260.4188454151154,193.0
Heuristic,1352.0637805461884,194.0
Heuristic,1600.3795926570892,195.0
Heuristic,1736.5550827980042,196.0
