,runTime,Value
Heuristic,0.008103370666503906,88.0
Heuristic,15.120862245559692,161.0
Heuristic,90.11405086517334,205.0
Heuristic,147.75153350830078,216.0
Heuristic,207.8673231601715,218.0
Heuristic,332.39370703697205,226.0
Heuristic,348.54868960380554,227.0
Heuristic,388.2876329421997,233.0
Heuristic,448.4651119709015,234.0
Heuristic,584.5985870361328,235.0
Heuristic,699.9227318763733,236.0
Heuristic,819.250417470932,237.0
Heuristic,1016.9748756885529,239.0
Heuristic,1356.2727272510529,240.0
Heuristic,1846.6051483154297,241.0
Heuristic,2470.71937251091,241.0
