,runTime,Value
Heuristic,0.006002664566040039,92.0
Heuristic,10.567586183547974,151.0
Heuristic,10.716100692749023,169.0
Heuristic,80.23598265647888,185.0
Heuristic,120.13613200187683,186.0
Heuristic,139.36420154571533,193.0
Heuristic,179.72675585746765,195.0
Heuristic,199.28533792495728,198.0
Heuristic,260.82578229904175,202.0
Heuristic,318.34725761413574,212.0
Heuristic,442.16072487831116,215.0
Heuristic,498.71303391456604,218.0
Heuristic,558.9988195896149,219.0
Heuristic,619.1513919830322,220.0
Heuristic,679.22922539711,222.0
Heuristic,809.7811481952667,226.0
Heuristic,859.853767156601,228.0
Heuristic,918.6712374687195,229.0
Heuristic,979.0278961658478,230.0
Heuristic,1296.3279654979706,231.0
Heuristic,1629.8851807117462,232.0
Heuristic,1656.4775426387787,233.0
Heuristic,2284.378352880478,233.0
