,runTime,Value
Heuristic,0.0,68.0
Heuristic,0.00862431526184082,68.0
Heuristic,13.282742500305176,97.0
Heuristic,21.75194025039673,118.0
Heuristic,31.200238466262817,129.0
Heuristic,41.923447608947754,138.0
Heuristic,52.25056529045105,147.0
Heuristic,64.70118141174316,153.0
Heuristic,76.62425994873047,154.0
Heuristic,88.45166540145874,157.0
Heuristic,123.98837232589722,159.0
Heuristic,129.63643884658813,161.0
Heuristic,137.60205674171448,162.0
Heuristic,178.73242855072021,163.0
Heuristic,409.402272939682,165.0
Heuristic,422.8219997882843,166.0
Heuristic,460.9635033607483,167.0
Heuristic,537.6255402565002,168.0
Heuristic,604.8015444278717,169.0
Heuristic,729.9492592811584,170.0
Heuristic,862.3617935180664,171.0
Heuristic,1173.4229238033295,172.0
Heuristic,1612.7426946163177,173.0
Heuristic,1619.699179649353,174.0
Heuristic,1644.8547797203064,175.0
Heuristic,1659.030753850937,176.0
Heuristic,1733.4851431846619,177.0
Heuristic,1741.64018368721,178.0
