,runTime,Value
Heuristic,0.0,64.0
Heuristic,0.005383729934692383,64.0
Heuristic,6.3411688804626465,77.0
Heuristic,10.48059344291687,82.0
Heuristic,14.548706769943237,88.0
Heuristic,19.041917085647583,92.0
Heuristic,23.88544535636902,93.0
Heuristic,28.645013093948364,97.0
Heuristic,57.32572650909424,98.0
Heuristic,62.92743921279907,99.0
Heuristic,69.96685218811035,100.0
Heuristic,104.3275797367096,101.0
Heuristic,108.7208297252655,102.0
Heuristic,112.90504503250122,103.0
Heuristic,117.56663537025452,105.0
Heuristic,122.74375081062317,106.0
Heuristic,188.9251217842102,107.0
Heuristic,376.3173837661743,108.0
Heuristic,1450.9259059429169,110.0
