,runTime,Value,bound
Heuristic,0.0,76.0,228
Heuristic,16.00248670578003,132.0,228
Heuristic,27.73157548904419,152.0,228
Heuristic,40.93969202041626,163.0,228
Heuristic,55.2936007976532,167.0,228
Heuristic,70.31379413604736,174.0,228
Heuristic,85.99170708656311,177.0,228
Heuristic,100.89103031158447,182.0,228
Heuristic,119.91333508491516,184.0,228
Heuristic,136.55003786087036,185.0,228
Heuristic,155.63970112800598,187.0,228
Heuristic,173.40913724899292,188.0,228
Heuristic,291.5207591056824,189.0,228
Heuristic,309.7958164215088,190.0,228
Heuristic,599.2156403064728,192.0,228
Heuristic,617.0258049964905,193.0,228
Heuristic,1058.1745936870575,194.0,228
Heuristic,1410.2197244167328,195.0,228
Heuristic,1956.3637948036194,196.0,228
Heuristic,3371.534834623337,197.0,228
Heuristic,3600.115782022476,197.0,228
