,runTime,Value,BestBound
0,0.006720066070556641,84.0,137.99999999999955
1,20.419641971588135,105.0,137.99999999999955
2,20.93920111656189,108.0,137.99999999999955
3,170.54097318649292,117.0,137.99999999999955
4,309.05796670913696,121.0,137.99999999999955
5,421.7660024166107,122.0,137.99999999999955
6,470.12129282951355,123.0,137.99999999999955
7,532.7696752548218,124.0,137.99999999999955
8,573.429461479187,125.0,137.99999999999955
9,605.9224143028259,126.0,137.99999999999955
10,1800.0954430103302,126.0,137.99999999999955
