,runTime,Value
Heuristic,0.0,88.0
Heuristic,0.009531974792480469,88.0
Heuristic,12.639101266860962,161.0
Heuristic,40.6383740901947,205.0
Heuristic,71.01799631118774,212.0
Heuristic,87.1028573513031,222.0
Heuristic,113.25574564933777,225.0
Heuristic,165.3734962940216,227.0
Heuristic,168.82335090637207,231.0
Heuristic,246.39599132537842,232.0
Heuristic,288.3159601688385,235.0
Heuristic,347.34516644477844,237.0
Heuristic,375.16416811943054,239.0
Heuristic,970.7154371738434,240.0
Heuristic,970.7295029163361,242.0
Heuristic,1121.9765882492065,243.0
Heuristic,1121.9855904579163,245.0
Heuristic,1170.5219027996063,246.0
Heuristic,1260.649379491806,247.0
Heuristic,1301.1922476291656,248.0
Heuristic,2118.5848298072815,249.0
