,runTime,Value
Heuristic,0.0,100.0
Heuristic,11.368252515792847,148.0
Heuristic,38.99779534339905,166.0
Heuristic,71.14907026290894,187.0
Heuristic,98.27052330970764,200.0
Heuristic,123.55716514587402,206.0
Heuristic,151.58888912200928,213.0
Heuristic,179.4670569896698,214.0
Heuristic,204.3769006729126,215.0
Heuristic,226.09628438949585,220.0
Heuristic,332.2157392501831,221.0
Heuristic,357.34859681129456,224.0
Heuristic,440.9278213977814,225.0
Heuristic,514.0269396305084,228.0
Heuristic,538.5607488155365,231.0
