,runTime,Value
Heuristic,0.0,84.0
Heuristic,0.010111570358276367,84.0
Heuristic,12.290611028671265,152.0
Heuristic,27.89988136291504,168.00000147947856
Heuristic,29.202882289886475,171.0
Heuristic,45.90083146095276,183.0
Heuristic,63.52157402038574,187.0
Heuristic,64.82562112808228,190.0
Heuristic,82.62746715545654,196.0
Heuristic,100.89070177078247,202.0
Heuristic,118.97106075286865,206.0
Heuristic,120.49526071548462,207.0
Heuristic,137.72496676445007,213.0
Heuristic,156.69423246383667,216.0
Heuristic,176.64264011383057,218.0
Heuristic,194.5441222190857,220.0
Heuristic,213.59693026542664,222.0
Heuristic,231.7664134502411,223.0
Heuristic,255.17182421684265,225.0
Heuristic,281.3013262748718,227.0
Heuristic,308.89487385749817,228.0000001247103
Heuristic,310.3619246482849,228.00000018024159
Heuristic,359.7847056388855,229.0
Heuristic,378.4441628456116,230.0
Heuristic,397.32792377471924,231.0
Heuristic,416.14584374427795,232.0
Heuristic,439.6232874393463,235.0
Heuristic,459.8751528263092,237.0
Heuristic,512.5323858261108,240.0
Heuristic,531.1839962005615,242.0
Heuristic,797.5836856365204,244.0
Heuristic,916.3358719348907,246.0
Heuristic,967.7788646221161,248.0
Heuristic,1022.0621242523193,249.0
Heuristic,1073.3211224079132,250.0
Heuristic,1167.0088393688202,251.0
Heuristic,1251.1850690841675,252.0
Heuristic,1393.848732471466,253.0
Heuristic,1493.6076397895813,254.0
Heuristic,1513.0725345611572,255.0
Heuristic,1560.6795001029968,256.0
Heuristic,1612.2697203159332,258.0
Heuristic,1757.7501125335693,259.0
