,runTime,Value
Heuristic,0.0,84.0
Heuristic,0.010141134262084961,84.0
Heuristic,10.945656776428223,125.0
Heuristic,20.229018211364746,137.0
Heuristic,21.616079807281494,145.0
Heuristic,31.461486339569092,149.0
Heuristic,32.50578045845032,154.0
Heuristic,43.024473905563354,163.0
Heuristic,54.25855851173401,173.0
Heuristic,55.270416021347046,176.0
Heuristic,65.56949734687805,181.0
Heuristic,76.28547620773315,186.0
Heuristic,86.26035404205322,196.0
Heuristic,87.18023014068604,199.0
Heuristic,103.00274300575256,202.0
Heuristic,116.71996116638184,203.0
Heuristic,134.32135725021362,205.0
Heuristic,146.71524739265442,207.0
Heuristic,158.26017546653748,208.0
Heuristic,170.61562490463257,213.0
Heuristic,215.938072681427,217.0
Heuristic,263.56623458862305,220.0
Heuristic,305.8615505695343,222.0
Heuristic,592.4583790302277,224.0
