,runTime,Value
Heuristic,0.0,92.0
Heuristic,0.008835554122924805,92.0
Heuristic,11.621424436569214,140.0
Heuristic,25.282514095306396,167.0
Heuristic,39.11324143409729,181.0
Heuristic,52.78257966041565,186.0
Heuristic,100.0684826374054,190.0
Heuristic,119.48307299613953,192.0
Heuristic,146.64199304580688,200.0
Heuristic,166.84817743301392,207.0
Heuristic,183.35997343063354,210.0
Heuristic,271.0947208404541,212.0
Heuristic,284.56698083877563,217.0
Heuristic,392.9060835838318,221.0
Heuristic,616.4480528831482,222.0
Heuristic,616.4538724422455,223.0
Heuristic,662.3877773284912,224.0
Heuristic,718.3351011276245,225.0
Heuristic,966.488032579422,226.0
Heuristic,1532.2685234546661,227.0
