,runTime,Value
Heuristic,0.0,48.0
Heuristic,0.005522012710571289,48.0
Heuristic,2.0919268131256104,75.0
Heuristic,4.010125398635864,81.0
Heuristic,6.215181112289429,90.0
Heuristic,21.15847682952881,96.0
Heuristic,21.160475969314575,98.0
Heuristic,21.528017282485962,99.0
Heuristic,23.741503715515137,101.0
Heuristic,38.7771372795105,102.0
Heuristic,40.68927240371704,104.0
Heuristic,56.13050079345703,106.0
Heuristic,72.66692066192627,107.0
Heuristic,74.87729525566101,108.0
Heuristic,141.6098554134369,109.0
Heuristic,190.03545093536377,111.0
Heuristic,331.3626003265381,112.0
Heuristic,337.1825726032257,113.0
Heuristic,342.8716506958008,114.0
Heuristic,445.3135371208191,115.0
Heuristic,590.5032529830933,117.0
Heuristic,598.7359170913696,118.0
Heuristic,661.3742909431458,120.0
