,runTime,Value
Heuristic,0.0,68.0
Heuristic,13.122944593429565,97.0
Heuristic,25.406176805496216,108.0
Heuristic,37.544692516326904,113.0
Heuristic,49.94502305984497,128.0
Heuristic,66.73523712158203,134.0
Heuristic,82.4323627948761,148.0
Heuristic,97.57270002365112,150.0
Heuristic,111.7415189743042,151.0
Heuristic,127.18830132484436,152.0
Heuristic,140.16511583328247,153.0
Heuristic,154.876610994339,155.0
Heuristic,169.45865631103516,157.0
Heuristic,185.2599482536316,162.0
Heuristic,258.16577076911926,164.0
Heuristic,677.3721513748169,165.0
Heuristic,1260.1287627220154,166.0
Heuristic,1269.8378517627716,167.0
Heuristic,1731.4303224086761,170.0
