,runTime,Value,BestBound
0,0.008648157119750977,72.0,276.0
1,19.076268434524536,139.0,276.0
2,191.66767024993896,154.0,276.0
3,615.5198044776917,170.0,276.0
4,615.5257923603058,172.0,276.0
5,615.5318150520325,176.0,276.0
6,686.3159992694855,183.0,276.0
7,686.3219840526581,186.0,276.0
8,686.3289823532104,188.0,276.0
9,722.427268743515,190.0,276.0
10,794.7282757759094,192.0,276.0
11,794.7363500595093,193.0,276.0
12,794.753368139267,194.0,276.0
13,1411.2686653137207,195.0,276.0
14,1411.2849571704865,197.0,276.0
15,1411.2940437793732,201.0,276.0
16,1800.1425349712372,201.0,276.0
