,runTime,Value,BestBound
0,0.007936954498291016,48.0,120.0
1,5.587248086929321,71.0,120.0
2,5.814684867858887,77.0,120.0
3,22.97599196434021,80.0,120.0
4,22.97701668739319,92.0,120.0
5,22.978991508483887,95.0,120.0
6,23.1994206905365,101.0,120.0
7,35.20703125,103.0,120.0
8,35.67021179199219,105.0,120.0
9,35.67320418357849,111.0,120.0
10,53.761305809020996,112.0,120.0
11,84.853182554245,113.0,120.0
12,84.8607120513916,114.0,120.0
13,104.66670155525208,115.0,120.0
14,104.67269563674927,116.0,120.0
15,350.89717960357666,117.0,120.0
16,350.90045619010925,118.0,120.0
17,387.44268798828125,120.0,120.0
18,387.5534131526947,120.0,120.0
