,runTime,Value
Heuristic,0.0,84.0
Heuristic,0.01167607307434082,84.0
Heuristic,12.122055053710938,152.0
Heuristic,27.714852571487427,190.0
Heuristic,28.957696199417114,195.0
Heuristic,46.02567720413208,204.0
Heuristic,63.838685512542725,215.0
Heuristic,82.6521224975586,222.0
Heuristic,101.37881803512573,227.0
Heuristic,118.28544592857361,229.0
Heuristic,136.99855518341064,236.0
Heuristic,156.16852736473083,245.0
Heuristic,175.76934552192688,247.0
Heuristic,193.5162434577942,248.0
Heuristic,212.45112347602844,250.0
Heuristic,232.03365302085876,251.0
Heuristic,276.04763627052307,254.0
Heuristic,401.31048345565796,255.0
Heuristic,488.92914605140686,256.0
Heuristic,502.60434889793396,257.0
Heuristic,584.1969575881958,259.0
Heuristic,632.6878530979156,262.0
Heuristic,648.6714723110199,263.0
Heuristic,665.9802932739258,264.0
Heuristic,747.9155690670013,265.0
Heuristic,767.0824475288391,266.0
Heuristic,852.4100124835968,269.0
Heuristic,1094.7681403160095,270.0
Heuristic,1173.0870971679688,271.0
