,runTime,Value
Heuristic,0.0,82.0
Heuristic,0.005005598068237305,82.0
Heuristic,15.205181121826172,110.0
Heuristic,28.12295651435852,123.0
Heuristic,34.90533709526062,129.0
Heuristic,47.48622512817383,132.0
Heuristic,86.97269248962402,134.0
Heuristic,100.69607663154602,135.0
Heuristic,141.51323819160461,136.0
Heuristic,154.33267855644226,138.0
Heuristic,169.707581281662,139.0
Heuristic,216.8484869003296,142.0
Heuristic,255.8033037185669,143.0
Heuristic,271.0538401603699,144.0
Heuristic,481.84849286079407,146.0
Heuristic,1036.3187687397003,147.0
Heuristic,1057.379187822342,148.0
