,runTime,Value
Heuristic,0.0,76.0
Heuristic,0.007985830307006836,76.0
Heuristic,20.222811937332153,123.0
Heuristic,39.20146059989929,145.0
Heuristic,59.30889558792114,160.0
Heuristic,75.04590606689453,161.0
Heuristic,79.04452919960022,166.0
Heuristic,99.80080890655518,171.0
Heuristic,118.21895217895508,173.0
Heuristic,145.21366810798645,177.0
Heuristic,164.7887454032898,178.0
Heuristic,168.13173699378967,180.0
Heuristic,194.46545910835266,181.0
Heuristic,258.15098094940186,184.0
Heuristic,316.0917465686798,185.0
Heuristic,513.4600002765656,186.0
Heuristic,562.5202012062073,187.0
Heuristic,961.778130531311,188.0
Heuristic,2192.9689750671387,189.0
Heuristic,2332.0584530830383,191.0
Heuristic,2391.920430421829,192.0
Heuristic,2466.074936389923,195.0
Heuristic,2545.1609387397766,196.0
