,runTime,Value
Heuristic,0.0,92.0
Heuristic,0.023256301879882812,92.0
Heuristic,9.143135070800781,151.0
Heuristic,22.07217001914978,176.0
Heuristic,36.09595584869385,184.0
Heuristic,52.32831430435181,190.0
Heuristic,65.56831669807434,192.0
Heuristic,79.22017741203308,196.0
Heuristic,92.49504971504211,198.0
Heuristic,105.88348960876465,206.0
Heuristic,120.9450044631958,210.0
Heuristic,132.83599519729614,214.0
Heuristic,175.66802072525024,216.0
Heuristic,194.29965209960938,219.0
Heuristic,221.3491497039795,220.0
Heuristic,280.3720450401306,222.0
Heuristic,289.7475438117981,223.0
Heuristic,335.5467836856842,224.0
Heuristic,422.21877908706665,226.0
Heuristic,436.1385886669159,227.0
Heuristic,449.8354721069336,229.0
Heuristic,613.9105343818665,230.0
Heuristic,1369.4294474124908,231.0
Heuristic,3541.8253774642944,232.0
Heuristic,3600.033677339554,233.0
