,runTime,Value
Heuristic,0.0,96.0
Heuristic,0.01911783218383789,96.0
Heuristic,11.80835223197937,197.0
Heuristic,39.78745174407959,221.0
Heuristic,68.18854451179504,233.0
Heuristic,96.97132182121277,239.0
Heuristic,124.89605712890625,246.0
Heuristic,153.05224061012268,251.0
Heuristic,181.08192586898804,253.0
Heuristic,212.5463604927063,255.0
Heuristic,242.7414448261261,258.0
Heuristic,273.6738929748535,259.0
Heuristic,354.19235467910767,264.0
Heuristic,385.5744438171387,266.0
Heuristic,518.5476498603821,267.0
Heuristic,533.364764213562,269.0
