,runTime,Value
Heuristic,0.0,96.0
Heuristic,13.574771642684937,191.0
Heuristic,67.00996470451355,209.0
Heuristic,123.78941464424133,218.0
Heuristic,200.30918288230896,221.0
Heuristic,296.0183861255646,227.0
Heuristic,383.43355679512024,230.0
Heuristic,470.3902323246002,232.0
Heuristic,561.6767358779907,234.0
Heuristic,656.2055175304413,237.0
Heuristic,729.2869963645935,238.0
Heuristic,814.712051153183,239.0
Heuristic,894.0210707187653,240.0
Heuristic,975.4767777919769,247.0
Heuristic,1061.0114357471466,249.0
Heuristic,1134.5419895648956,251.0
Heuristic,1211.061520576477,253.0
Heuristic,1288.2872264385223,255.0
Heuristic,1385.653136730194,257.0
Heuristic,1468.293705701828,259.0
Heuristic,1545.3851399421692,260.0
Heuristic,1621.9464976787567,262.0
