,runTime,Value
Heuristic,0.0,120.0
Heuristic,0.0172731876373291,120.0
Heuristic,21.19509768486023,242.0
Heuristic,51.86570882797241,263.0
Heuristic,82.20595359802246,275.0
Heuristic,212.14436388015747,284.0
Heuristic,242.58642148971558,308.0
Heuristic,273.28344464302063,313.0
Heuristic,364.6108479499817,315.0
Heuristic,454.960330247879,319.0
Heuristic,516.1360807418823,321.0
Heuristic,780.6451992988586,327.0
Heuristic,1574.0018632411957,329.0
Heuristic,1583.054741859436,330.0
Heuristic,1584.2260603904724,333.0
Heuristic,1650.2100055217743,338.0
Heuristic,1741.5314810276031,343.0
