,runTime,Value
Heuristic,0.0,104.0
Heuristic,0.0057260990142822266,104.0
Heuristic,8.039348363876343,122.0
Heuristic,36.92398810386658,132.0
Heuristic,47.392887115478516,138.0
Heuristic,61.439696073532104,141.0
Heuristic,101.1904525756836,150.0
Heuristic,114.65373539924622,152.0
Heuristic,248.5399613380432,154.0
Heuristic,303.1002275943756,155.0
Heuristic,303.10631680488586,156.0
Heuristic,344.5702021121979,158.0
Heuristic,546.879730463028,159.0
Heuristic,651.6366386413574,161.0
Heuristic,879.7936336994171,162.0
Heuristic,1103.8819668293,163.0
