,runTime,Value
Heuristic,0.0,84.0
Heuristic,0.007436513900756836,84.0
Heuristic,21.41210913658142,105.0
Heuristic,32.82689332962036,112.0
Heuristic,45.32753300666809,120.0
Heuristic,58.90112829208374,122.0
Heuristic,71.22556734085083,123.0
Heuristic,86.02197289466858,124.0
Heuristic,97.48762798309326,125.0
Heuristic,172.49739122390747,126.0
Heuristic,316.1370060443878,132.0
Heuristic,316.8872182369232,134.0
Heuristic,392.4404799938202,135.0
Heuristic,404.7927577495575,136.0
Heuristic,867.9081201553345,138.0
Heuristic,868.7111117839813,144.0
Heuristic,912.3725962638855,146.0
