,runTime,Value
Heuristic,0.0,100.0
Heuristic,0.01811814308166504,100.0
Heuristic,10.882976055145264,160.0
Heuristic,30.670252561569214,194.0
Heuristic,50.703232765197754,210.0
Heuristic,71.50532245635986,222.0
Heuristic,91.50311946868896,229.0
Heuristic,111.6769118309021,231.0
Heuristic,141.83829736709595,239.0
Heuristic,216.35019779205322,242.0
Heuristic,230.98498964309692,243.0
Heuristic,246.0299937725067,244.0
Heuristic,265.04784512519836,245.0
Heuristic,432.81076765060425,247.0
Heuristic,1052.2426056861877,249.0
Heuristic,1120.2119405269623,250.0
Heuristic,1607.8489215373993,251.0
Heuristic,2213.150141477585,252.0
Heuristic,2417.000872373581,255.0
